version,instance,result,time
v_01,../instances/set_3_2/p3.2.l.txt,540.000000,11130
v_01,../instances/set_3_2/p3.2.l.txt,530.000000,10954
v_01,../instances/set_3_2/p3.2.l.txt,540.000000,11190
v_01,../instances/set_3_2/p3.2.m.txt,580.000000,12567
v_01,../instances/set_3_2/p3.2.m.txt,580.000000,12335
v_01,../instances/set_3_2/p3.2.m.txt,580.000000,12354
v_01,../instances/set_3_2/p3.2.m.txt,570.000000,12464
v_01,../instances/set_3_2/p3.2.n.txt,630.000000,13806
v_01,../instances/set_3_2/p3.2.n.txt,620.000000,13741
v_01,../instances/set_3_2/p3.2.n.txt,630.000000,13779
v_01,../instances/set_3_2/p3.2.n.txt,630.000000,13938
v_01,../instances/set_3_2/p3.2.o.txt,650.000000,15404
v_01,../instances/set_3_2/p3.2.o.txt,650.000000,15275
v_01,../instances/set_3_2/p3.2.o.txt,670.000000,15364
v_01,../instances/set_3_2/p3.2.o.txt,670.000000,15658
v_01,../instances/set_3_2/p3.2.p.txt,680.000000,17373
v_01,../instances/set_3_2/p3.2.p.txt,660.000000,16835
v_01,../instances/set_3_2/p3.2.p.txt,690.000000,17361
v_01,../instances/set_3_2/p3.2.p.txt,670.000000,17227
v_01,../instances/set_3_2/p3.2.q.txt,710.000000,18852
v_01,../instances/set_3_2/p3.2.q.txt,710.000000,19268
v_01,../instances/set_3_2/p3.2.q.txt,710.000000,18952
v_01,../instances/set_3_2/p3.2.q.txt,700.000000,18861
v_01,../instances/set_3_2/p3.2.r.txt,720.000000,20222
v_01,../instances/set_3_2/p3.2.r.txt,750.000000,20925
v_01,../instances/set_3_2/p3.2.r.txt,730.000000,20825
v_01,../instances/set_3_2/p3.2.r.txt,720.000000,20485
v_01,../instances/set_3_2/p3.2.s.txt,770.000000,22143
v_01,../instances/set_3_2/p3.2.s.txt,770.000000,22038
v_01,../instances/set_3_2/p3.2.s.txt,750.000000,21972
v_01,../instances/set_3_2/p3.2.s.txt,770.000000,22126
v_01,../instances/set_3_2/p3.2.t.txt,770.000000,23430
v_01,../instances/set_3_2/p3.2.t.txt,770.000000,23556
v_01,../instances/set_3_2/p3.2.t.txt,770.000000,23748
v_01,../instances/set_3_2/p3.2.t.txt,770.000000,23825
v_01,../instances/set_3_3/p3.3.a.txt,30.000000,267
v_01,../instances/set_3_3/p3.3.a.txt,30.000000,265
v_01,../instances/set_3_3/p3.3.a.txt,30.000000,264
v_01,../instances/set_3_3/p3.3.a.txt,30.000000,265
v_01,../instances/set_3_3/p3.3.b.txt,90.000000,409
v_01,../instances/set_3_3/p3.3.b.txt,90.000000,410
v_01,../instances/set_3_3/p3.3.b.txt,90.000000,405
v_01,../instances/set_3_3/p3.3.b.txt,90.000000,403
v_01,../instances/set_3_3/p3.3.c.txt,120.000000,673
v_01,../instances/set_3_3/p3.3.c.txt,120.000000,671
v_01,../instances/set_3_3/p3.3.c.txt,120.000000,671
v_01,../instances/set_3_3/p3.3.c.txt,120.000000,689
